Domicile,2017/18,2018/19,2019/20,2020/21,2021/22,First year marker,Level of study,Mode of study,Country of HE provider
Scotland,10.0,5.0,0.0,0.0,10.0,All,First degree,Part-time,Wales
Scotland,5215.0,5180.0,5090.0,5230.0,5225.0,All,First degree,All,England
Scotland,90.0,100.0,110.0,100.0,95.0,All,First degree,All,Northern Ireland
Scotland,116120.0,118750.0,120370.0,127120.0,130240.0,All,First degree,All,Scotland
Scotland,150.0,140.0,145.0,150.0,145.0,All,First degree,All,Wales
Scotland,1800.0,1700.0,1745.0,1775.0,1825.0,First year,First degree,All,England
Scotland,40.0,30.0,35.0,20.0,30.0,First year,First degree,All,Northern Ireland
Scotland,36745.0,37775.0,37435.0,40225.0,39570.0,First year,First degree,All,Scotland
Scotland,55.0,45.0,45.0,60.0,45.0,First year,First degree,All,Wales
Scotland,3420.0,3480.0,3345.0,3455.0,3400.0,Other years,First degree,All,England
Scotland,50.0,65.0,75.0,80.0,60.0,Other years,First degree,All,Northern Ireland
Scotland,79375.0,80970.0,82935.0,86895.0,90665.0,Other years,First degree,All,Scotland
Scotland,95.0,95.0,100.0,95.0,100.0,Other years,First degree,All,Wales
Scotland,121575.0,124170.0,125715.0,132595.0,135705.0,All,First degree,All,All
Scotland,102440.0,104195.0,105820.0,111680.0,114880.0,All,First degree,Full-time,All
Scotland,19135.0,19975.0,19900.0,20915.0,20825.0,All,First degree,Part-time,All
Scotland,38640.0,39555.0,39260.0,42075.0,41475.0,First year,First degree,All,All
Scotland,31625.0,32685.0,32295.0,34935.0,35630.0,First year,First degree,Full-time,All
Scotland,7015.0,6870.0,6965.0,7140.0,5850.0,First year,First degree,Part-time,All
Scotland,82935.0,84615.0,86455.0,90520.0,94225.0,Other years,First degree,All,All
Scotland,70815.0,71505.0,73525.0,76745.0,79250.0,Other years,First degree,Full-time,All
Scotland,12125.0,13105.0,12930.0,13775.0,14975.0,Other years,First degree,Part-time,All
Scotland,80.0,70.0,80.0,55.0,65.0,First year,Other undergraduate,Full-time,England
Scotland,0.0,0.0,0.0,0.0,0.0,First year,Other undergraduate,Full-time,Northern Ireland
Scotland,2750.0,2715.0,2675.0,3025.0,2280.0,First year,Other undergraduate,Full-time,Scotland
Scotland,0.0,5.0,0.0,5.0,0.0,First year,Other undergraduate,Full-time,Wales
Scotland,510.0,515.0,455.0,510.0,515.0,First year,Other undergraduate,Part-time,England
Scotland,15.0,35.0,15.0,15.0,10.0,First year,Other undergraduate,Part-time,Northern Ireland
Scotland,9825.0,9520.0,10055.0,10525.0,11375.0,First year,Other undergraduate,Part-time,Scotland
Scotland,15.0,5.0,5.0,25.0,15.0,First year,Other undergraduate,Part-time,Wales
Scotland,95.0,55.0,30.0,45.0,35.0,Other years,Other undergraduate,Full-time,England
Scotland,0.0,0.0,0.0,0.0,0.0,Other years,Other undergraduate,Full-time,Northern Ireland
Scotland,1135.0,1120.0,1050.0,1195.0,1160.0,Other years,Other undergraduate,Full-time,Scotland
Scotland,0.0,0.0,0.0,0.0,0.0,Other years,Other undergraduate,Full-time,Wales
Scotland,315.0,205.0,210.0,175.0,145.0,Other years,Other undergraduate,Part-time,England
Scotland,10.0,5.0,5.0,5.0,10.0,Other years,Other undergraduate,Part-time,Northern Ireland
Scotland,3285.0,3400.0,3500.0,3280.0,3430.0,Other years,Other undergraduate,Part-time,Scotland
Scotland,5.0,5.0,5.0,0.0,0.0,Other years,Other undergraduate,Part-time,Wales
Scotland,175.0,120.0,110.0,100.0,95.0,All,Other undergraduate,Full-time,England
Scotland,0.0,0.0,0.0,0.0,0.0,All,Other undergraduate,Full-time,Northern Ireland
Scotland,3880.0,3835.0,3725.0,4215.0,3440.0,All,Other undergraduate,Full-time,Scotland
Scotland,5.0,5.0,0.0,5.0,0.0,All,Other undergraduate,Full-time,Wales
Scotland,825.0,715.0,660.0,685.0,660.0,All,Other undergraduate,Part-time,England
Scotland,25.0,40.0,20.0,20.0,20.0,All,Other undergraduate,Part-time,Northern Ireland
Scotland,13110.0,12920.0,13555.0,13805.0,14805.0,All,Other undergraduate,Part-time,Scotland
Scotland,15.0,15.0,10.0,25.0,15.0,All,Other undergraduate,Part-time,Wales
Scotland,1000.0,840.0,770.0,785.0,755.0,All,Other undergraduate,All,England
Scotland,25.0,40.0,20.0,20.0,20.0,All,Other undergraduate,All,Northern Ireland
Scotland,16990.0,16755.0,17280.0,18020.0,18240.0,All,Other undergraduate,All,Scotland
Scotland,20.0,20.0,10.0,30.0,15.0,All,Other undergraduate,All,Wales
Scotland,595.0,585.0,530.0,565.0,580.0,First year,Other undergraduate,All,England
Scotland,15.0,35.0,15.0,15.0,10.0,First year,Other undergraduate,All,Northern Ireland
Scotland,12570.0,12235.0,12730.0,13550.0,13655.0,First year,Other undergraduate,All,Scotland
Scotland,15.0,10.0,5.0,25.0,15.0,First year,Other undergraduate,All,Wales
Scotland,405.0,255.0,240.0,220.0,180.0,Other years,Other undergraduate,All,England
Scotland,10.0,5.0,5.0,5.0,10.0,Other years,Other undergraduate,All,Northern Ireland
Scotland,4420.0,4520.0,4550.0,4475.0,4590.0,Other years,Other undergraduate,All,Scotland
Scotland,5.0,5.0,5.0,0.0,0.0,Other years,Other undergraduate,All,Wales
Scotland,18035.0,17655.0,18080.0,18855.0,19035.0,All,Other undergraduate,All,All
Scotland,4060.0,3965.0,3840.0,4320.0,3535.0,All,Other undergraduate,Full-time,All
Scotland,13975.0,13690.0,14245.0,14535.0,15500.0,All,Other undergraduate,Part-time,All
Scotland,13195.0,12865.0,13280.0,14155.0,14255.0,First year,Other undergraduate,All,All
Scotland,2830.0,2790.0,2755.0,3080.0,2345.0,First year,Other undergraduate,Full-time,All
Scotland,10365.0,10075.0,10525.0,11075.0,11915.0,First year,Other undergraduate,Part-time,All
Scotland,4840.0,4790.0,4800.0,4695.0,4780.0,Other years,Other undergraduate,All,All
Scotland,1230.0,1175.0,1080.0,1240.0,1190.0,Other years,Other undergraduate,Full-time,All
Scotland,3610.0,3615.0,3720.0,3460.0,3585.0,Other years,Other undergraduate,Part-time,All
Scotland,139610.0,141820.0,143800.0,151450.0,154740.0,All,All undergraduate,All,All
Scotland,6215.0,6020.0,5860.0,6015.0,5985.0,All,All undergraduate,All,England
Scotland,115.0,140.0,130.0,115.0,110.0,All,All undergraduate,All,Northern Ireland
Scotland,133110.0,135505.0,137650.0,145140.0,148480.0,All,All undergraduate,All,Scotland
Scotland,170.0,160.0,155.0,180.0,165.0,All,All undergraduate,All,Wales
Scotland,106500.0,108155.0,109660.0,116000.0,118415.0,All,All undergraduate,Full-time,All
Scotland,4970.0,4880.0,4810.0,4830.0,4840.0,All,All undergraduate,Full-time,England
Scotland,75.0,80.0,80.0,70.0,70.0,All,All undergraduate,Full-time,Northern Ireland
Scotland,101310.0,103050.0,104620.0,110945.0,113360.0,All,All undergraduate,Full-time,Scotland
Scotland,145.0,140.0,145.0,155.0,140.0,All,All undergraduate,Full-time,Wales
Scotland,33110.0,33665.0,34140.0,35450.0,36325.0,All,All undergraduate,Part-time,All
Scotland,1245.0,1140.0,1050.0,1185.0,1140.0,All,All undergraduate,Part-time,England
Scotland,40.0,55.0,50.0,45.0,40.0,All,All undergraduate,Part-time,Northern Ireland
Scotland,31800.0,32455.0,33030.0,34195.0,35120.0,All,All undergraduate,Part-time,Scotland
Scotland,25.0,15.0,10.0,25.0,25.0,All,All undergraduate,Part-time,Wales
Scotland,51835.0,52420.0,52540.0,56230.0,55735.0,First year,All undergraduate,All,All
Scotland,2390.0,2280.0,2275.0,2340.0,2405.0,First year,All undergraduate,All,England
Scotland,55.0,65.0,45.0,35.0,40.0,First year,All undergraduate,All,Northern Ireland
Scotland,49315.0,50010.0,50165.0,53770.0,53225.0,First year,All undergraduate,All,Scotland
Scotland,70.0,60.0,55.0,85.0,60.0,First year,All undergraduate,All,Wales
Scotland,34455.0,35475.0,35050.0,38015.0,37970.0,First year,All undergraduate,Full-time,All
Scotland,1745.0,1620.0,1695.0,1630.0,1740.0,First year,All undergraduate,Full-time,England
Scotland,30.0,30.0,15.0,15.0,30.0,First year,All undergraduate,Full-time,Northern Ireland
Scotland,32625.0,33780.0,33295.0,36310.0,36160.0,First year,All undergraduate,Full-time,Scotland
Scotland,55.0,50.0,45.0,60.0,40.0,First year,All undergraduate,Full-time,Wales
Scotland,17380.0,16945.0,17490.0,18215.0,17760.0,First year,All undergraduate,Part-time,All
Scotland,650.0,665.0,585.0,710.0,665.0,First year,All undergraduate,Part-time,England
Scotland,25.0,40.0,30.0,20.0,15.0,First year,All undergraduate,Part-time,Northern Ireland
Scotland,16690.0,16235.0,16870.0,17460.0,17065.0,First year,All undergraduate,Part-time,Scotland
Scotland,15.0,10.0,5.0,25.0,20.0,First year,All undergraduate,Part-time,Wales
Scotland,87775.0,89405.0,91255.0,95220.0,99005.0,Other years,All undergraduate,All,All
Scotland,3825.0,3740.0,3585.0,3675.0,3580.0,Other years,All undergraduate,All,England
Scotland,60.0,70.0,80.0,80.0,70.0,Other years,All undergraduate,All,Northern Ireland
Scotland,83795.0,85495.0,87490.0,91370.0,95255.0,Other years,All undergraduate,All,Scotland
Scotland,100.0,100.0,105.0,95.0,100.0,Other years,All undergraduate,All,Wales
Scotland,72040.0,72680.0,74610.0,77985.0,80440.0,Other years,All undergraduate,Full-time,All
Scotland,3225.0,3265.0,3120.0,3200.0,3100.0,Other years,All undergraduate,Full-time,England
Scotland,45.0,55.0,65.0,55.0,45.0,Other years,All undergraduate,Full-time,Northern Ireland
Scotland,68685.0,69270.0,71325.0,74635.0,77200.0,Other years,All undergraduate,Full-time,Scotland
Scotland,90.0,90.0,100.0,95.0,95.0,Other years,All undergraduate,Full-time,Wales
Scotland,15735.0,16725.0,16650.0,17235.0,18565.0,Other years,All undergraduate,Part-time,All
Scotland,600.0,475.0,465.0,470.0,475.0,Other years,All undergraduate,Part-time,England
Scotland,15.0,20.0,15.0,25.0,25.0,Other years,All undergraduate,Part-time,Northern Ireland
Scotland,15110.0,16220.0,16160.0,16735.0,18055.0,Other years,All undergraduate,Part-time,Scotland
Scotland,10.0,10.0,5.0,0.0,5.0,Other years,All undergraduate,Part-time,Wales
Northern Ireland,63110.0,63705.0,62640.0,65545.0,66100.0,All,All,All,All
Northern Ireland,12825.0,12940.0,12155.0,12310.0,12540.0,All,All,All,England
Northern Ireland,45490.0,46110.0,45980.0,48920.0,49310.0,All,All,All,Northern Ireland
Northern Ireland,4175.0,4050.0,3940.0,3755.0,3670.0,All,All,All,Scotland
Northern Ireland,620.0,600.0,570.0,565.0,580.0,All,All,All,Wales
Northern Ireland,47780.0,47230.0,45835.0,48395.0,47255.0,All,All,Full-time,All
Northern Ireland,11475.0,11430.0,10740.0,10660.0,10725.0,All,All,Full-time,England
Northern Ireland,31945.0,31580.0,31045.0,33925.0,32785.0,All,All,Full-time,Northern Ireland
Northern Ireland,3805.0,3695.0,3550.0,3355.0,3275.0,All,All,Full-time,Scotland
Northern Ireland,550.0,520.0,500.0,455.0,475.0,All,All,Full-time,Wales
Northern Ireland,15325.0,16475.0,16805.0,17150.0,18845.0,All,All,Part-time,All
Northern Ireland,1345.0,1510.0,1415.0,1650.0,1820.0,All,All,Part-time,England
Northern Ireland,13540.0,14530.0,14935.0,14990.0,16520.0,All,All,Part-time,Northern Ireland
Northern Ireland,370.0,355.0,390.0,395.0,400.0,All,All,Part-time,Scotland
Northern Ireland,70.0,80.0,70.0,110.0,105.0,All,All,Part-time,Wales
Northern Ireland,25540.0,25395.0,25195.0,26875.0,28030.0,First year,All,All,All
Northern Ireland,5170.0,5155.0,4510.0,4960.0,5280.0,First year,All,All,England
Northern Ireland,18865.0,18795.0,19330.0,20575.0,21380.0,First year,All,All,Northern Ireland
Northern Ireland,1280.0,1225.0,1175.0,1120.0,1100.0,First year,All,All,Scotland
Northern Ireland,225.0,220.0,180.0,220.0,270.0,First year,All,All,Wales
Northern Ireland,16915.0,16435.0,16015.0,18030.0,17450.0,First year,All,Full-time,All
Northern Ireland,4515.0,4380.0,3850.0,4040.0,4435.0,First year,All,Full-time,England
Northern Ireland,11090.0,10845.0,11060.0,12930.0,11890.0,First year,All,Full-time,Northern Ireland
Northern Ireland,1125.0,1035.0,965.0,910.0,915.0,First year,All,Full-time,Scotland
Northern Ireland,185.0,175.0,145.0,150.0,210.0,First year,All,Full-time,Wales
Northern Ireland,8620.0,8960.0,9175.0,8845.0,10580.0,First year,All,Part-time,All
Northern Ireland,655.0,775.0,655.0,920.0,845.0,First year,All,Part-time,England
Northern Ireland,7775.0,7950.0,8270.0,7650.0,9490.0,First year,All,Part-time,Northern Ireland
Northern Ireland,155.0,190.0,215.0,210.0,190.0,First year,All,Part-time,Scotland
Northern Ireland,40.0,45.0,35.0,65.0,60.0,First year,All,Part-time,Wales
Northern Ireland,37570.0,38310.0,37450.0,38670.0,38070.0,Other years,All,All,All
Northern Ireland,7655.0,7790.0,7645.0,7350.0,7260.0,Other years,All,All,England
Northern Ireland,26625.0,27315.0,26650.0,28340.0,27930.0,Other years,All,All,Northern Ireland
Northern Ireland,2895.0,2830.0,2765.0,2635.0,2570.0,Other years,All,All,Scotland
Northern Ireland,400.0,380.0,390.0,345.0,310.0,Other years,All,All,Wales
Northern Ireland,30865.0,30795.0,29820.0,30365.0,29810.0,Other years,All,Full-time,All
Northern Ireland,6960.0,7050.0,6890.0,6620.0,6290.0,Other years,All,Full-time,England
Northern Ireland,20855.0,20730.0,19985.0,21000.0,20895.0,Other years,All,Full-time,Northern Ireland
Northern Ireland,2680.0,2660.0,2585.0,2445.0,2360.0,Other years,All,Full-time,Scotland
Northern Ireland,365.0,350.0,355.0,300.0,265.0,Other years,All,Full-time,Wales
Northern Ireland,6705.0,7515.0,7630.0,8305.0,8260.0,Other years,All,Part-time,All
Northern Ireland,690.0,735.0,755.0,730.0,970.0,Other years,All,Part-time,England
Northern Ireland,5765.0,6580.0,6660.0,7345.0,7035.0,Other years,All,Part-time,Northern Ireland
Northern Ireland,215.0,165.0,175.0,190.0,210.0,Other years,All,Part-time,Scotland
Northern Ireland,35.0,35.0,35.0,45.0,45.0,Other years,All,Part-time,Wales
Northern Ireland,65.0,55.0,80.0,75.0,70.0,First year,Postgraduate (research),Full-time,England
Northern Ireland,335.0,265.0,325.0,290.0,270.0,First year,Postgraduate (research),Full-time,Northern Ireland
Northern Ireland,20.0,30.0,20.0,20.0,25.0,First year,Postgraduate (research),Full-time,Scotland
Northern Ireland,5.0,5.0,5.0,0.0,5.0,First year,Postgraduate (research),Full-time,Wales
Northern Ireland,10.0,15.0,25.0,15.0,20.0,First year,Postgraduate (research),Part-time,England
Northern Ireland,40.0,40.0,40.0,40.0,35.0,First year,Postgraduate (research),Part-time,Northern Ireland
Northern Ireland,0.0,5.0,0.0,0.0,5.0,First year,Postgraduate (research),Part-time,Scotland
Northern Ireland,0.0,0.0,0.0,0.0,0.0,First year,Postgraduate (research),Part-time,Wales
Northern Ireland,150.0,140.0,120.0,130.0,145.0,Other years,Postgraduate (research),Full-time,England
Northern Ireland,640.0,645.0,625.0,725.0,695.0,Other years,Postgraduate (research),Full-time,Northern Ireland
Northern Ireland,35.0,35.0,40.0,40.0,40.0,Other years,Postgraduate (research),Full-time,Scotland
Northern Ireland,5.0,5.0,5.0,5.0,5.0,Other years,Postgraduate (research),Full-time,Wales
Northern Ireland,55.0,45.0,40.0,50.0,50.0,Other years,Postgraduate (research),Part-time,England
Northern Ireland,270.0,275.0,255.0,235.0,210.0,Other years,Postgraduate (research),Part-time,Northern Ireland
Northern Ireland,25.0,20.0,20.0,15.0,15.0,Other years,Postgraduate (research),Part-time,Scotland
Northern Ireland,0.0,5.0,5.0,5.0,0.0,Other years,Postgraduate (research),Part-time,Wales
Northern Ireland,215.0,200.0,200.0,205.0,215.0,All,Postgraduate (research),Full-time,England
Northern Ireland,975.0,910.0,950.0,1015.0,965.0,All,Postgraduate (research),Full-time,Northern Ireland
Northern Ireland,55.0,65.0,60.0,60.0,70.0,All,Postgraduate (research),Full-time,Scotland
Northern Ireland,10.0,10.0,10.0,5.0,5.0,All,Postgraduate (research),Full-time,Wales
Northern Ireland,65.0,60.0,60.0,65.0,70.0,All,Postgraduate (research),Part-time,England
Northern Ireland,310.0,315.0,290.0,270.0,245.0,All,Postgraduate (research),Part-time,Northern Ireland
Northern Ireland,25.0,25.0,25.0,20.0,15.0,All,Postgraduate (research),Part-time,Scotland
Northern Ireland,5.0,5.0,5.0,5.0,5.0,All,Postgraduate (research),Part-time,Wales
Northern Ireland,280.0,260.0,260.0,265.0,285.0,All,Postgraduate (research),All,England
Northern Ireland,1285.0,1225.0,1245.0,1285.0,1210.0,All,Postgraduate (research),All,Northern Ireland
Northern Ireland,80.0,90.0,80.0,80.0,85.0,All,Postgraduate (research),All,Scotland
Northern Ireland,15.0,15.0,15.0,10.0,10.0,All,Postgraduate (research),All,Wales
Northern Ireland,70.0,70.0,100.0,90.0,90.0,First year,Postgraduate (research),All,England
Northern Ireland,375.0,300.0,365.0,330.0,305.0,First year,Postgraduate (research),All,Northern Ireland
Northern Ireland,20.0,40.0,20.0,25.0,30.0,First year,Postgraduate (research),All,Scotland
Northern Ireland,5.0,5.0,5.0,0.0,5.0,First year,Postgraduate (research),All,Wales
Northern Ireland,205.0,185.0,160.0,180.0,190.0,Other years,Postgraduate (research),All,England
Northern Ireland,910.0,920.0,880.0,955.0,900.0,Other years,Postgraduate (research),All,Northern Ireland
Northern Ireland,60.0,55.0,60.0,55.0,55.0,Other years,Postgraduate (research),All,Scotland
Northern Ireland,10.0,10.0,10.0,10.0,5.0,Other years,Postgraduate (research),All,Wales
Northern Ireland,1655.0,1585.0,1600.0,1640.0,1590.0,All,Postgraduate (research),All,All
Northern Ireland,1255.0,1180.0,1220.0,1285.0,1255.0,All,Postgraduate (research),Full-time,All
Northern Ireland,400.0,405.0,380.0,355.0,335.0,All,Postgraduate (research),Part-time,All
Northern Ireland,470.0,415.0,490.0,445.0,435.0,First year,Postgraduate (research),All,All
Northern Ireland,420.0,355.0,430.0,390.0,370.0,First year,Postgraduate (research),Full-time,All
Northern Ireland,50.0,60.0,65.0,55.0,65.0,First year,Postgraduate (research),Part-time,All
Northern Ireland,1185.0,1170.0,1110.0,1200.0,1155.0,Other years,Postgraduate (research),All,All
Northern Ireland,835.0,825.0,790.0,900.0,880.0,Other years,Postgraduate (research),Full-time,All
Northern Ireland,350.0,345.0,315.0,300.0,275.0,Other years,Postgraduate (research),Part-time,All
Northern Ireland,845.0,840.0,750.0,855.0,910.0,First year,Postgraduate (taught),Full-time,England
Northern Ireland,1835.0,1840.0,1835.0,2410.0,1925.0,First year,Postgraduate (taught),Full-time,Northern Ireland
Northern Ireland,120.0,125.0,125.0,135.0,120.0,First year,Postgraduate (taught),Full-time,Scotland
Northern Ireland,20.0,20.0,20.0,30.0,20.0,First year,Postgraduate (taught),Full-time,Wales
Northern Ireland,415.0,530.0,420.0,640.0,585.0,First year,Postgraduate (taught),Part-time,England
Northern Ireland,2210.0,2515.0,2925.0,4045.0,4685.0,First year,Postgraduate (taught),Part-time,Northern Ireland
Northern Ireland,100.0,120.0,110.0,135.0,120.0,First year,Postgraduate (taught),Part-time,Scotland
Northern Ireland,35.0,40.0,30.0,55.0,45.0,First year,Postgraduate (taught),Part-time,Wales
Northern Ireland,85.0,80.0,80.0,90.0,105.0,Other years,Postgraduate (taught),Full-time,England
Northern Ireland,430.0,430.0,445.0,545.0,325.0,Other years,Postgraduate (taught),Full-time,Northern Ireland
Northern Ireland,35.0,30.0,20.0,25.0,45.0,Other years,Postgraduate (taught),Full-time,Scotland
Northern Ireland,5.0,10.0,10.0,10.0,10.0,Other years,Postgraduate (taught),Full-time,Wales
Northern Ireland,370.0,425.0,450.0,450.0,580.0,Other years,Postgraduate (taught),Part-time,England
Northern Ireland,1540.0,1890.0,1965.0,2280.0,2000.0,Other years,Postgraduate (taught),Part-time,Northern Ireland
Northern Ireland,130.0,90.0,110.0,120.0,140.0,Other years,Postgraduate (taught),Part-time,Scotland
Northern Ireland,25.0,20.0,25.0,35.0,40.0,Other years,Postgraduate (taught),Part-time,Wales
Northern Ireland,930.0,920.0,830.0,940.0,1015.0,All,Postgraduate (taught),Full-time,England
Northern Ireland,2265.0,2275.0,2275.0,2955.0,2250.0,All,Postgraduate (taught),Full-time,Northern Ireland
Northern Ireland,155.0,155.0,150.0,160.0,165.0,All,Postgraduate (taught),Full-time,Scotland
Northern Ireland,25.0,25.0,30.0,40.0,30.0,All,Postgraduate (taught),Full-time,Wales
Northern Ireland,785.0,955.0,870.0,1095.0,1165.0,All,Postgraduate (taught),Part-time,England
Northern Ireland,3750.0,4405.0,4890.0,6330.0,6685.0,All,Postgraduate (taught),Part-time,Northern Ireland
Northern Ireland,230.0,215.0,215.0,255.0,260.0,All,Postgraduate (taught),Part-time,Scotland
Northern Ireland,55.0,60.0,55.0,95.0,90.0,All,Postgraduate (taught),Part-time,Wales
Northern Ireland,1710.0,1875.0,1700.0,2035.0,2185.0,All,Postgraduate (taught),All,England
Northern Ireland,6020.0,6680.0,7165.0,9280.0,8935.0,All,Postgraduate (taught),All,Northern Ireland
Northern Ireland,385.0,365.0,365.0,415.0,425.0,All,Postgraduate (taught),All,Scotland
Northern Ireland,80.0,90.0,85.0,135.0,120.0,All,Postgraduate (taught),All,Wales
Northern Ireland,1260.0,1370.0,1170.0,1495.0,1495.0,First year,Postgraduate (taught),All,England
Northern Ireland,4045.0,4355.0,4760.0,6460.0,6610.0,First year,Postgraduate (taught),All,Northern Ireland
Northern Ireland,225.0,245.0,235.0,270.0,240.0,First year,Postgraduate (taught),All,Scotland
Northern Ireland,50.0,60.0,50.0,85.0,70.0,First year,Postgraduate (taught),All,Wales
Northern Ireland,455.0,505.0,530.0,540.0,685.0,Other years,Postgraduate (taught),All,England
Northern Ireland,1970.0,2320.0,2410.0,2825.0,2325.0,Other years,Postgraduate (taught),All,Northern Ireland
Northern Ireland,160.0,120.0,130.0,145.0,185.0,Other years,Postgraduate (taught),All,Scotland
Northern Ireland,30.0,30.0,35.0,50.0,50.0,Other years,Postgraduate (taught),All,Wales
Northern Ireland,8195.0,9010.0,9315.0,11865.0,11660.0,All,Postgraduate (taught),All,All
Northern Ireland,3370.0,3375.0,3285.0,4095.0,3465.0,All,Postgraduate (taught),Full-time,All
Northern Ireland,4825.0,5635.0,6030.0,7770.0,8195.0,All,Postgraduate (taught),Part-time,All
Northern Ireland,5580.0,6035.0,6210.0,8310.0,8415.0,First year,Postgraduate (taught),All,All
Northern Ireland,2820.0,2825.0,2730.0,3425.0,2980.0,First year,Postgraduate (taught),Full-time,All
Northern Ireland,2760.0,3210.0,3485.0,4880.0,5435.0,First year,Postgraduate (taught),Part-time,All
Northern Ireland,2615.0,2975.0,3105.0,3555.0,3245.0,Other years,Postgraduate (taught),All,All
Northern Ireland,550.0,550.0,560.0,665.0,485.0,Other years,Postgraduate (taught),Full-time,All
Northern Ireland,2065.0,2425.0,2545.0,2890.0,2760.0,Other years,Postgraduate (taught),Part-time,All
Northern Ireland,9850.0,10595.0,10915.0,13505.0,13250.0,All,All postgraduate,All,All
Northern Ireland,1990.0,2135.0,1960.0,2300.0,2465.0,All,All postgraduate,All,England
Northern Ireland,7300.0,7900.0,8410.0,10565.0,10145.0,All,All postgraduate,All,Northern Ireland
Northern Ireland,465.0,460.0,445.0,495.0,510.0,All,All postgraduate,All,Scotland
Northern Ireland,95.0,100.0,100.0,145.0,130.0,All,All postgraduate,All,Wales
Northern Ireland,4625.0,4555.0,4505.0,5380.0,4720.0,All,All postgraduate,Full-time,All
Northern Ireland,1145.0,1120.0,1030.0,1145.0,1230.0,All,All postgraduate,Full-time,England
Northern Ireland,3240.0,3185.0,3230.0,3965.0,3215.0,All,All postgraduate,Full-time,Northern Ireland
Northern Ireland,210.0,220.0,205.0,220.0,235.0,All,All postgraduate,Full-time,Scotland
Northern Ireland,35.0,35.0,40.0,45.0,35.0,All,All postgraduate,Full-time,Wales
Northern Ireland,5225.0,6040.0,6410.0,8125.0,8535.0,All,All postgraduate,Part-time,All
Northern Ireland,845.0,1015.0,930.0,1155.0,1235.0,All,All postgraduate,Part-time,England
Northern Ireland,4065.0,4720.0,5180.0,6600.0,6930.0,All,All postgraduate,Part-time,Northern Ireland
Northern Ireland,255.0,240.0,240.0,270.0,275.0,All,All postgraduate,Part-time,Scotland
Northern Ireland,60.0,65.0,60.0,100.0,90.0,All,All postgraduate,Part-time,Wales
Northern Ireland,6050.0,6450.0,6705.0,8750.0,8850.0,First year,All postgraduate,All,All
Northern Ireland,1330.0,1445.0,1270.0,1585.0,1590.0,First year,All postgraduate,All,England
Northern Ireland,4420.0,4660.0,5120.0,6785.0,6915.0,First year,All postgraduate,All,Northern Ireland
Northern Ireland,245.0,285.0,255.0,295.0,270.0,First year,All postgraduate,All,Scotland
Northern Ireland,55.0,65.0,55.0,85.0,75.0,First year,All postgraduate,All,Wales
Northern Ireland,3240.0,3180.0,3155.0,3815.0,3350.0,First year,All postgraduate,Full-time,All
Northern Ireland,910.0,895.0,825.0,930.0,980.0,First year,All postgraduate,Full-time,England
Northern Ireland,2170.0,2105.0,2160.0,2700.0,2200.0,First year,All postgraduate,Full-time,Northern Ireland
Northern Ireland,140.0,155.0,145.0,155.0,150.0,First year,All postgraduate,Full-time,Scotland
Northern Ireland,20.0,20.0,25.0,30.0,25.0,First year,All postgraduate,Full-time,Wales
Northern Ireland,2810.0,3270.0,3545.0,4935.0,5500.0,First year,All postgraduate,Part-time,All
Northern Ireland,420.0,545.0,445.0,655.0,605.0,First year,All postgraduate,Part-time,England
Northern Ireland,2250.0,2555.0,2965.0,4085.0,4720.0,First year,All postgraduate,Part-time,Northern Ireland
Northern Ireland,105.0,130.0,110.0,135.0,125.0,First year,All postgraduate,Part-time,Scotland
Northern Ireland,35.0,45.0,30.0,60.0,50.0,First year,All postgraduate,Part-time,Wales
Northern Ireland,3800.0,4145.0,4215.0,4755.0,4400.0,Other years,All postgraduate,All,All
Northern Ireland,660.0,690.0,690.0,720.0,880.0,Other years,All postgraduate,All,England
Northern Ireland,2880.0,3245.0,3290.0,3780.0,3225.0,Other years,All postgraduate,All,Northern Ireland
Northern Ireland,220.0,175.0,190.0,200.0,240.0,Other years,All postgraduate,All,Scotland
Northern Ireland,40.0,35.0,45.0,55.0,55.0,Other years,All postgraduate,All,Wales
Northern Ireland,1385.0,1375.0,1350.0,1565.0,1365.0,Other years,All postgraduate,Full-time,All
Northern Ireland,235.0,220.0,205.0,215.0,250.0,Other years,All postgraduate,Full-time,England
Northern Ireland,1070.0,1075.0,1070.0,1265.0,1015.0,Other years,All postgraduate,Full-time,Northern Ireland
Northern Ireland,70.0,65.0,60.0,65.0,90.0,Other years,All postgraduate,Full-time,Scotland
Northern Ireland,10.0,15.0,15.0,15.0,15.0,Other years,All postgraduate,Full-time,Wales
Northern Ireland,2415.0,2770.0,2865.0,3190.0,3035.0,Other years,All postgraduate,Part-time,All
Northern Ireland,425.0,470.0,485.0,500.0,630.0,Other years,All postgraduate,Part-time,England
Northern Ireland,1810.0,2165.0,2220.0,2515.0,2210.0,Other years,All postgraduate,Part-time,Northern Ireland
Northern Ireland,150.0,110.0,130.0,135.0,150.0,Other years,All postgraduate,Part-time,Scotland
Northern Ireland,25.0,25.0,30.0,40.0,45.0,Other years,All postgraduate,Part-time,Wales
Northern Ireland,3535.0,3425.0,2980.0,3070.0,3410.0,First year,First degree,Full-time,England
Northern Ireland,8730.0,8530.0,8875.0,10225.0,9670.0,First year,First degree,Full-time,Northern Ireland
Northern Ireland,980.0,865.0,805.0,745.0,755.0,First year,First degree,Full-time,Scotland
