Domicile,2017/18,2018/19,2019/20,2020/21,2021/22,First year marker,Level of study,Mode of study,Country of HE provider
Total UK,17715.0,17595.0,19280.0,24135.0,24730.0,All,Postgraduate (taught),Part-time,Scotland
Total UK,8780.0,9285.0,9565.0,11850.0,12770.0,All,Postgraduate (taught),Part-time,Wales
Total UK,202060.0,204925.0,208520.0,259740.0,240525.0,First year,Postgraduate (taught),All,All
Total UK,169630.0,171245.0,172325.0,213740.0,197635.0,First year,Postgraduate (taught),All,England
Total UK,4945.0,5380.0,5925.0,7310.0,7310.0,First year,Postgraduate (taught),All,Northern Ireland
Total UK,18435.0,18400.0,20210.0,26015.0,23805.0,First year,Postgraduate (taught),All,Scotland
Total UK,9055.0,9905.0,10060.0,12680.0,11775.0,First year,Postgraduate (taught),All,Wales
Total UK,101905.0,102520.0,105335.0,132980.0,116465.0,First year,Postgraduate (taught),Full-time,All
Total UK,85370.0,85655.0,88145.0,111960.0,98435.0,First year,Postgraduate (taught),Full-time,England
Total UK,2085.0,2150.0,2200.0,2915.0,2265.0,First year,Postgraduate (taught),Full-time,Northern Ireland
Total UK,10010.0,9940.0,10060.0,11825.0,10420.0,First year,Postgraduate (taught),Full-time,Scotland
Total UK,4440.0,4775.0,4930.0,6280.0,5350.0,First year,Postgraduate (taught),Full-time,Wales
Total UK,100155.0,102405.0,103185.0,126760.0,124060.0,First year,Postgraduate (taught),Part-time,All
Total UK,84260.0,85590.0,84180.0,101780.0,99200.0,First year,Postgraduate (taught),Part-time,England
Total UK,2860.0,3230.0,3725.0,4390.0,5050.0,First year,Postgraduate (taught),Part-time,Northern Ireland
Total UK,8425.0,8460.0,10150.0,14190.0,13385.0,First year,Postgraduate (taught),Part-time,Scotland
Total UK,4615.0,5130.0,5130.0,6400.0,6430.0,First year,Postgraduate (taught),Part-time,Wales
Total UK,108195.0,110515.0,111645.0,125610.0,140270.0,Other years,Postgraduate (taught),All,All
Total UK,89170.0,90580.0,91130.0,101925.0,113630.0,Other years,Postgraduate (taught),All,England
Total UK,2480.0,2855.0,2950.0,3360.0,2790.0,Other years,Postgraduate (taught),All,Northern Ireland
Total UK,11385.0,11500.0,11440.0,12890.0,15110.0,Other years,Postgraduate (taught),All,Scotland
Total UK,5165.0,5575.0,6125.0,7435.0,8740.0,Other years,Postgraduate (taught),All,Wales
Total UK,19880.0,21840.0,21765.0,26165.0,32270.0,Other years,Postgraduate (taught),Full-time,All
Total UK,16310.0,17555.0,17190.0,20495.0,25610.0,Other years,Postgraduate (taught),Full-time,England
Total UK,480.0,495.0,575.0,740.0,495.0,Other years,Postgraduate (taught),Full-time,Northern Ireland
Total UK,2095.0,2365.0,2310.0,2940.0,3765.0,Other years,Postgraduate (taught),Full-time,Scotland
Total UK,1000.0,1420.0,1690.0,1985.0,2400.0,Other years,Postgraduate (taught),Full-time,Wales
Total UK,88315.0,88675.0,89880.0,99445.0,108000.0,Other years,Postgraduate (taught),Part-time,All
Total UK,72860.0,73025.0,73935.0,81430.0,88020.0,Other years,Postgraduate (taught),Part-time,England
Total UK,2000.0,2360.0,2380.0,2620.0,2300.0,Other years,Postgraduate (taught),Part-time,Northern Ireland
Total UK,9290.0,9135.0,9130.0,9945.0,11345.0,Other years,Postgraduate (taught),Part-time,Scotland
Total UK,4165.0,4155.0,4435.0,5450.0,6340.0,Other years,Postgraduate (taught),Part-time,Wales
Total UK,375630.0,381865.0,385280.0,453015.0,447760.0,All,All postgraduate,All,All
Total UK,312850.0,316845.0,317200.0,371760.0,366815.0,All,All postgraduate,All,England
Total UK,8905.0,9640.0,10290.0,12160.0,11530.0,All,All postgraduate,All,Northern Ireland
Total UK,36790.0,36880.0,38495.0,45970.0,45975.0,All,All postgraduate,All,Scotland
Total UK,17085.0,18500.0,19295.0,23130.0,23440.0,All,All postgraduate,All,Wales
Total UK,164565.0,168190.0,170815.0,204185.0,192930.0,All,All postgraduate,Full-time,All
Total UK,136340.0,138830.0,140810.0,169210.0,160210.0,All,All postgraduate,Full-time,England
Total UK,3710.0,3710.0,3870.0,4850.0,3905.0,All,All postgraduate,Full-time,Northern Ireland
Total UK,17130.0,17380.0,17360.0,19855.0,19220.0,All,All postgraduate,Full-time,Scotland
Total UK,7390.0,8275.0,8770.0,10270.0,9595.0,All,All postgraduate,Full-time,Wales
Total UK,211065.0,213675.0,214465.0,248835.0,254830.0,All,All postgraduate,Part-time,All
Total UK,176510.0,178015.0,176390.0,202555.0,206605.0,All,All postgraduate,Part-time,England
Total UK,5195.0,5930.0,6420.0,7310.0,7625.0,All,All postgraduate,Part-time,Northern Ireland
Total UK,19665.0,19500.0,21135.0,26110.0,26755.0,All,All postgraduate,Part-time,Scotland
Total UK,9695.0,10225.0,10520.0,12860.0,13850.0,All,All postgraduate,Part-time,Wales
Total UK,222635.0,226240.0,228010.0,280465.0,259850.0,First year,All postgraduate,All,All
Total UK,186615.0,188975.0,188330.0,230920.0,213555.0,First year,All postgraduate,All,England
Total UK,5375.0,5730.0,6335.0,7700.0,7690.0,First year,All postgraduate,All,Northern Ireland
Total UK,20610.0,20555.0,22305.0,28250.0,25930.0,First year,All postgraduate,All,Scotland
Total UK,10035.0,10980.0,11035.0,13590.0,12670.0,First year,All postgraduate,All,Wales
Total UK,117480.0,118570.0,120170.0,148430.0,131115.0,First year,All postgraduate,Full-time,All
Total UK,98025.0,98830.0,100180.0,124600.0,110405.0,First year,All postgraduate,Full-time,England
Total UK,2475.0,2455.0,2570.0,3270.0,2600.0,First year,All postgraduate,Full-time,Northern Ireland
Total UK,11790.0,11695.0,11750.0,13585.0,12130.0,First year,All postgraduate,Full-time,Scotland
Total UK,5185.0,5590.0,5670.0,6975.0,5980.0,First year,All postgraduate,Full-time,Wales
Total UK,105160.0,107665.0,107840.0,132035.0,128730.0,First year,All postgraduate,Part-time,All
Total UK,88585.0,90145.0,88150.0,106320.0,103150.0,First year,All postgraduate,Part-time,England
Total UK,2900.0,3275.0,3765.0,4435.0,5090.0,First year,All postgraduate,Part-time,Northern Ireland
Total UK,8820.0,8860.0,10555.0,14665.0,13800.0,First year,All postgraduate,Part-time,Scotland
Total UK,4850.0,5390.0,5365.0,6615.0,6690.0,First year,All postgraduate,Part-time,Wales
Total UK,152990.0,155625.0,157275.0,172555.0,187910.0,Other years,All postgraduate,All,All
Total UK,126235.0,127870.0,128870.0,140840.0,153260.0,Other years,All postgraduate,All,England
Total UK,3530.0,3910.0,3955.0,4455.0,3840.0,Other years,All postgraduate,All,Northern Ireland
Total UK,16180.0,16330.0,16190.0,17720.0,20040.0,Other years,All postgraduate,All,Scotland
Total UK,7045.0,7520.0,8255.0,9535.0,10770.0,Other years,All postgraduate,All,Wales
Total UK,47085.0,49620.0,50645.0,55755.0,61810.0,Other years,All postgraduate,Full-time,All
Total UK,38310.0,40000.0,40630.0,44605.0,49805.0,Other years,All postgraduate,Full-time,England
Total UK,1235.0,1255.0,1300.0,1580.0,1305.0,Other years,All postgraduate,Full-time,Northern Ireland
Total UK,5335.0,5685.0,5615.0,6270.0,7090.0,Other years,All postgraduate,Full-time,Scotland
Total UK,2200.0,2680.0,3100.0,3295.0,3610.0,Other years,All postgraduate,Full-time,Wales
Total UK,105910.0,106005.0,106630.0,116800.0,126100.0,Other years,All postgraduate,Part-time,All
Total UK,87925.0,87870.0,88240.0,96235.0,103455.0,Other years,All postgraduate,Part-time,England
Total UK,2295.0,2660.0,2655.0,2875.0,2535.0,Other years,All postgraduate,Part-time,Northern Ireland
Total UK,10845.0,10640.0,10580.0,11450.0,12950.0,Other years,All postgraduate,Part-time,Scotland
Total UK,4845.0,4835.0,5155.0,6240.0,7160.0,Other years,All postgraduate,Part-time,Wales
Total UK,1411870.0,1432605.0,1456605.0,1552375.0,1598000.0,All,First degree,All,All
Total UK,1166435.0,1182640.0,1202850.0,1283775.0,1323960.0,All,First degree,All,England
Total UK,34940.0,35220.0,35215.0,37625.0,37255.0,All,First degree,All,Northern Ireland
Total UK,138115.0,140550.0,142230.0,149655.0,153485.0,All,First degree,All,Scotland
Total UK,72380.0,74195.0,76305.0,81320.0,83300.0,All,First degree,All,Wales
Total UK,1248310.0,1260425.0,1275740.0,1355635.0,1389665.0,All,First degree,Full-time,All
Total UK,1035370.0,1045900.0,1059400.0,1127920.0,1157395.0,All,First degree,Full-time,England
Total UK,29595.0,29230.0,28975.0,31205.0,30740.0,All,First degree,Full-time,Northern Ireland
Total UK,118860.0,120480.0,122150.0,128710.0,132630.0,All,First degree,Full-time,Scotland
Total UK,64490.0,64815.0,65215.0,67800.0,68905.0,All,First degree,Full-time,Wales
Total UK,163560.0,172175.0,180865.0,196740.0,208330.0,All,First degree,Part-time,All
Total UK,131065.0,136740.0,143450.0,155855.0,166570.0,All,First degree,Part-time,England
Total UK,5350.0,5990.0,6240.0,6420.0,6515.0,All,First degree,Part-time,Northern Ireland
Total UK,19255.0,20070.0,20080.0,20940.0,20855.0,All,First degree,Part-time,Scotland
Total UK,7890.0,9375.0,11095.0,13520.0,14395.0,All,First degree,Part-time,Wales
Total UK,479885.0,486605.0,501810.0,548090.0,554220.0,First year,First degree,All,All
Total UK,401860.0,406985.0,420805.0,460075.0,466780.0,First year,First degree,All,England
Total UK,10855.0,10770.0,11165.0,12475.0,12010.0,First year,First degree,All,Northern Ireland
Total UK,42935.0,43430.0,43215.0,46635.0,46580.0,First year,First degree,All,Scotland
Total UK,24240.0,25420.0,26625.0,28900.0,28850.0,First year,First degree,All,Wales
Total UK,429720.0,432335.0,444140.0,482415.0,495680.0,First year,First degree,Full-time,All
Total UK,362975.0,365105.0,376435.0,408515.0,420245.0,First year,First degree,Full-time,England
Total UK,9120.0,8890.0,9210.0,10605.0,10065.0,First year,First degree,Full-time,Northern Ireland
Total UK,35890.0,36565.0,36170.0,39490.0,40735.0,First year,First degree,Full-time,Scotland
Total UK,21740.0,21780.0,22325.0,23805.0,24635.0,First year,First degree,Full-time,Wales
Total UK,50165.0,54270.0,57670.0,65675.0,58540.0,First year,First degree,Part-time,All
Total UK,38885.0,41885.0,44370.0,51565.0,46535.0,First year,First degree,Part-time,England
Total UK,1735.0,1880.0,1955.0,1870.0,1945.0,First year,First degree,Part-time,Northern Ireland
Total UK,7045.0,6865.0,7045.0,7140.0,5845.0,First year,First degree,Part-time,Scotland
Total UK,2500.0,3640.0,4300.0,5100.0,4215.0,First year,First degree,Part-time,Wales
Total UK,931985.0,946000.0,954800.0,1004285.0,1043780.0,Other years,First degree,All,All
Total UK,764575.0,775650.0,782050.0,823700.0,857180.0,Other years,First degree,All,England
Total UK,24085.0,24450.0,24050.0,25150.0,25245.0,Other years,First degree,All,Northern Ireland
Total UK,95180.0,97120.0,99015.0,103020.0,106905.0,Other years,First degree,All,Scotland
Total UK,48140.0,48775.0,49685.0,52415.0,54450.0,Other years,First degree,All,Wales
Total UK,818590.0,828090.0,831600.0,873220.0,893985.0,Other years,First degree,Full-time,All
Total UK,672395.0,680795.0,682965.0,719405.0,737150.0,Other years,First degree,Full-time,England
Total UK,20475.0,20340.0,19765.0,20595.0,20675.0,Other years,First degree,Full-time,Northern Ireland
Total UK,82970.0,83915.0,85980.0,89220.0,91895.0,Other years,First degree,Full-time,Scotland
Total UK,42750.0,43040.0,42890.0,43995.0,44265.0,Other years,First degree,Full-time,Wales
Total UK,113390.0,117910.0,123195.0,131065.0,149795.0,Other years,First degree,Part-time,All
Total UK,92180.0,94855.0,99080.0,104295.0,120030.0,Other years,First degree,Part-time,England
Total UK,3610.0,4110.0,4285.0,4550.0,4570.0,Other years,First degree,Part-time,Northern Ireland
Total UK,12210.0,13205.0,13035.0,13800.0,15010.0,Other years,First degree,Part-time,Scotland
Total UK,5390.0,5735.0,6795.0,8420.0,10180.0,Other years,First degree,Part-time,Wales
Total UK,158060.0,145850.0,133210.0,141085.0,136805.0,All,Other undergraduate,All,All
Total UK,116480.0,104665.0,92340.0,100520.0,96795.0,All,Other undergraduate,All,England
Total UK,4850.0,4720.0,3975.0,2340.0,3505.0,All,Other undergraduate,All,Northern Ireland
Total UK,17960.0,17920.0,18135.0,19065.0,19295.0,All,Other undergraduate,All,Scotland
Total UK,18770.0,18545.0,18760.0,19155.0,17210.0,All,Other undergraduate,All,Wales
Total UK,57370.0,53100.0,50740.0,52855.0,47910.0,All,Other undergraduate,Full-time,All
Total UK,47130.0,42315.0,39790.0,40930.0,38260.0,All,Other undergraduate,Full-time,England
Total UK,370.0,420.0,60.0,10.0,45.0,All,Other undergraduate,Full-time,Northern Ireland
Total UK,4015.0,4065.0,3810.0,4315.0,3515.0,All,Other undergraduate,Full-time,Scotland
Total UK,5855.0,6300.0,7085.0,7600.0,6085.0,All,Other undergraduate,Full-time,Wales
Total UK,100690.0,92750.0,82470.0,88230.0,88895.0,All,Other undergraduate,Part-time,All
Total UK,69350.0,62345.0,52550.0,59590.0,58535.0,All,Other undergraduate,Part-time,England
Total UK,4480.0,4300.0,3915.0,2335.0,3460.0,All,Other undergraduate,Part-time,Northern Ireland
Total UK,13945.0,13855.0,14325.0,14750.0,15780.0,All,Other undergraduate,Part-time,Scotland
Total UK,12915.0,12245.0,11675.0,11555.0,11125.0,All,Other undergraduate,Part-time,Wales
Total UK,107940.0,100610.0,89960.0,97180.0,92300.0,First year,Other undergraduate,All,All
Total UK,76605.0,69770.0,59355.0,67115.0,62705.0,First year,Other undergraduate,All,England
Total UK,4190.0,4060.0,3590.0,1880.0,3025.0,First year,Other undergraduate,All,Northern Ireland
Total UK,13300.0,13000.0,13405.0,14375.0,14490.0,First year,Other undergraduate,All,Scotland
Total UK,13845.0,13785.0,13615.0,13815.0,12075.0,First year,Other undergraduate,All,Wales
Total UK,35475.0,32665.0,30735.0,33465.0,29185.0,First year,Other undergraduate,Full-time,All
Total UK,28360.0,25315.0,23130.0,24910.0,22655.0,First year,Other undergraduate,Full-time,England
Total UK,195.0,215.0,25.0,0.0,25.0,First year,Other undergraduate,Full-time,Northern Ireland
Total UK,2835.0,2780.0,2735.0,3080.0,2340.0,First year,Other undergraduate,Full-time,Scotland
Total UK,4085.0,4355.0,4845.0,5475.0,4165.0,First year,Other undergraduate,Full-time,Wales
Total UK,72470.0,67945.0,59230.0,63715.0,63115.0,First year,Other undergraduate,Part-time,All
Total UK,48245.0,44455.0,36225.0,42205.0,40050.0,First year,Other undergraduate,Part-time,England
Total UK,3995.0,3845.0,3565.0,1875.0,3000.0,First year,Other undergraduate,Part-time,Northern Ireland
Total UK,10465.0,10215.0,10670.0,11295.0,12150.0,First year,Other undergraduate,Part-time,Scotland
Total UK,9760.0,9430.0,8770.0,8340.0,7910.0,First year,Other undergraduate,Part-time,Wales
Total UK,50115.0,45240.0,43250.0,43905.0,44505.0,Other years,Other undergraduate,All,All
Total UK,39875.0,34895.0,32985.0,33405.0,34090.0,Other years,Other undergraduate,All,England
Total UK,660.0,660.0,385.0,465.0,480.0,Other years,Other undergraduate,All,Northern Ireland
Total UK,4660.0,4925.0,4735.0,4695.0,4810.0,Other years,Other undergraduate,All,Scotland
Total UK,4925.0,4760.0,5145.0,5340.0,5130.0,Other years,Other undergraduate,All,Wales
Total UK,21895.0,20435.0,20010.0,19390.0,18725.0,Other years,Other undergraduate,Full-time,All
Total UK,18770.0,17000.0,16665.0,16020.0,15605.0,Other years,Other undergraduate,Full-time,England
Total UK,175.0,205.0,35.0,5.0,20.0,Other years,Other undergraduate,Full-time,Northern Ireland
Total UK,1180.0,1285.0,1075.0,1235.0,1180.0,Other years,Other undergraduate,Full-time,Scotland
Total UK,1770.0,1945.0,2235.0,2125.0,1920.0,Other years,Other undergraduate,Full-time,Wales
Total UK,28220.0,24805.0,23240.0,24515.0,25785.0,Other years,Other undergraduate,Part-time,All
Total UK,21105.0,17895.0,16325.0,17385.0,18480.0,Other years,Other undergraduate,Part-time,England
Total UK,485.0,455.0,350.0,455.0,460.0,Other years,Other undergraduate,Part-time,Northern Ireland
Total UK,3480.0,3640.0,3660.0,3460.0,3630.0,Other years,Other undergraduate,Part-time,Scotland
Total UK,3155.0,2815.0,2910.0,3215.0,3215.0,Other years,Other undergraduate,Part-time,Wales
Total UK,1569930.0,1578455.0,1589820.0,1693460.0,1734805.0,All,All undergraduate,All,All
Total UK,1282915.0,1287300.0,1295195.0,1384295.0,1420755.0,All,All undergraduate,All,England
Total UK,39790.0,39940.0,39190.0,39965.0,40760.0,All,All undergraduate,All,Northern Ireland
Total UK,156075.0,158475.0,160370.0,168720.0,172780.0,All,All undergraduate,All,Scotland
Total UK,91150.0,92740.0,95065.0,100475.0,100505.0,All,All undergraduate,All,Wales
Total UK,1305680.0,1313525.0,1326485.0,1408490.0,1437575.0,All,All undergraduate,Full-time,All
Total UK,1082500.0,1088215.0,1099190.0,1168850.0,1195655.0,All,All undergraduate,Full-time,England
Total UK,29960.0,29650.0,29035.0,31210.0,30785.0,All,All undergraduate,Full-time,Northern Ireland
Total UK,122875.0,124545.0,125960.0,133025.0,136150.0,All,All undergraduate,Full-time,Scotland
Total UK,70345.0,71115.0,72295.0,75400.0,74990.0,All,All undergraduate,Full-time,Wales
Total UK,264245.0,264930.0,263335.0,284970.0,297230.0,All,All undergraduate,Part-time,All
Total UK,200415.0,199085.0,196000.0,215445.0,225100.0,All,All undergraduate,Part-time,England
Total UK,9830.0,10290.0,10155.0,8755.0,9975.0,All,All undergraduate,Part-time,Northern Ireland
Total UK,33200.0,33930.0,34405.0,35695.0,36635.0,All,All undergraduate,Part-time,Scotland
Total UK,20805.0,21625.0,22770.0,25075.0,25520.0,All,All undergraduate,Part-time,Wales
Total UK,587830.0,587215.0,591770.0,645270.0,646520.0,First year,All undergraduate,All,All
Total UK,478465.0,476755.0,480160.0,527190.0,529485.0,First year,All undergraduate,All,England
Total UK,15045.0,14830.0,14755.0,14355.0,15035.0,First year,All undergraduate,All,Northern Ireland
Total UK,56235.0,56430.0,56620.0,61005.0,61070.0,First year,All undergraduate,All,Scotland
Total UK,38085.0,39205.0,40240.0,42720.0,40925.0,First year,All undergraduate,All,Wales
Total UK,465195.0,465000.0,474875.0,515880.0,524865.0,First year,All undergraduate,Full-time,All
Total UK,391330.0,390420.0,399565.0,433425.0,442900.0,First year,All undergraduate,Full-time,England
Total UK,9310.0,9100.0,9235.0,10610.0,10090.0,First year,All undergraduate,Full-time,Northern Ireland
Total UK,38725.0,39350.0,38905.0,42570.0,43075.0,First year,All undergraduate,Full-time,Scotland
Total UK,25825.0,26135.0,27170.0,29280.0,28805.0,First year,All undergraduate,Full-time,Wales
Total UK,122635.0,122215.0,116895.0,129390.0,121650.0,First year,All undergraduate,Part-time,All
Total UK,87130.0,86335.0,80595.0,93765.0,86590.0,First year,All undergraduate,Part-time,England
Total UK,5735.0,5725.0,5520.0,3745.0,4945.0,First year,All undergraduate,Part-time,Northern Ireland
Total UK,17510.0,17080.0,17715.0,18435.0,17995.0,First year,All undergraduate,Part-time,Scotland
Total UK,12260.0,13070.0,13065.0,13440.0,12125.0,First year,All undergraduate,Part-time,Wales
Total UK,982100.0,991240.0,998045.0,1048190.0,1088285.0,Other years,All undergraduate,All,All
Total UK,804450.0,810545.0,815035.0,857105.0,891270.0,Other years,All undergraduate,All,England
Total UK,24745.0,25110.0,24435.0,25610.0,25725.0,Other years,All undergraduate,All,Northern Ireland
Total UK,99840.0,102045.0,103750.0,107715.0,111710.0,Other years,All undergraduate,All,Scotland
Total UK,53065.0,53535.0,54830.0,57755.0,59580.0,Other years,All undergraduate,All,Wales
Total UK,840490.0,848525.0,851610.0,892610.0,912710.0,Other years,All undergraduate,Full-time,All
Total UK,691165.0,697795.0,699630.0,735425.0,752755.0,Other years,All undergraduate,Full-time,England
Total UK,20650.0,20545.0,19800.0,20605.0,20695.0,Other years,All undergraduate,Full-time,Northern Ireland
Total UK,84150.0,85200.0,87055.0,90455.0,93075.0,Other years,All undergraduate,Full-time,Scotland
Total UK,44520.0,44985.0,45125.0,46120.0,46185.0,Other years,All undergraduate,Full-time,Wales
Total UK,141610.0,142715.0,146435.0,155580.0,175575.0,Other years,All undergraduate,Part-time,All
Total UK,113285.0,112750.0,115405.0,121680.0,138510.0,Other years,All undergraduate,Part-time,England
Total UK,4095.0,4565.0,4635.0,5010.0,5030.0,Other years,All undergraduate,Part-time,Northern Ireland
Total UK,15690.0,16850.0,16695.0,17260.0,18640.0,Other years,All undergraduate,Part-time,Scotland
Total UK,8545.0,8550.0,9705.0,11635.0,13395.0,Other years,All undergraduate,Part-time,Wales
European Union,142840.0,146565.0,147925.0,152905.0,120140.0,All,All,All,All
European Union,112030.0,116000.0,118760.0,124395.0,96240.0,All,All,All,England
European Union,2565.0,2665.0,2460.0,2575.0,2590.0,All,All,All,Northern Ireland
European Union,21605.0,21505.0,20895.0,20550.0,17140.0,All,All,All,Scotland
European Union,6640.0,6395.0,5805.0,5395.0,4170.0,All,All,All,Wales
European Union,128495.0,132385.0,135010.0,140400.0,108320.0,All,All,Full-time,All
European Union,101815.0,105815.0,109360.0,114905.0,87510.0,All,All,Full-time,England
European Union,1440.0,1450.0,1425.0,1740.0,1955.0,All,All,Full-time,Northern Ireland
European Union,19805.0,19885.0,19370.0,19165.0,15500.0,All,All,Full-time,Scotland
European Union,5435.0,5235.0,4855.0,4580.0,3355.0,All,All,Full-time,Wales
European Union,14345.0,14180.0,12915.0,12510.0,11820.0,All,All,Part-time,All
European Union,10215.0,10185.0,9400.0,9485.0,8730.0,All,All,Part-time,England
European Union,1125.0,1215.0,1040.0,830.0,635.0,All,All,Part-time,Northern Ireland
European Union,1800.0,1620.0,1525.0,1380.0,1640.0,All,All,Part-time,Scotland
European Union,1205.0,1160.0,950.0,810.0,815.0,All,All,Part-time,Wales
European Union,64120.0,65265.0,64150.0,66680.0,31400.0,First year,All,All,All
European Union,50475.0,52005.0,52145.0,54820.0,24365.0,First year,All,All,England
European Union,1205.0,1285.0,1120.0,1270.0,1235.0,First year,All,All,Northern Ireland
European Union,9010.0,8935.0,8350.0,8160.0,4515.0,First year,All,All,Scotland
European Union,3430.0,3035.0,2535.0,2430.0,1285.0,First year,All,All,Wales
European Union,57130.0,58605.0,58660.0,61035.0,27250.0,First year,All,Full-time,All
European Union,45990.0,47730.0,48665.0,50815.0,21820.0,First year,All,Full-time,England
European Union,605.0,635.0,600.0,835.0,930.0,First year,All,Full-time,Northern Ireland
European Union,8010.0,8075.0,7500.0,7440.0,3645.0,First year,All,Full-time,Scotland
European Union,2525.0,2165.0,1890.0,1945.0,860.0,First year,All,Full-time,Wales
European Union,6990.0,6660.0,5490.0,5645.0,4145.0,First year,All,Part-time,All
European Union,4480.0,4275.0,3480.0,4005.0,2545.0,First year,All,Part-time,England
European Union,600.0,650.0,520.0,435.0,305.0,First year,All,Part-time,Northern Ireland
European Union,1000.0,865.0,850.0,720.0,875.0,First year,All,Part-time,Scotland
European Union,905.0,870.0,645.0,490.0,425.0,First year,All,Part-time,Wales
European Union,78720.0,81300.0,83775.0,86225.0,88745.0,Other years,All,All,All
European Union,61555.0,63995.0,66615.0,69575.0,71875.0,Other years,All,All,England
European Union,1360.0,1380.0,1340.0,1305.0,1360.0,Other years,All,All,Northern Ireland
European Union,12595.0,12570.0,12545.0,12385.0,12625.0,Other years,All,All,Scotland
European Union,3210.0,3360.0,3275.0,2960.0,2885.0,Other years,All,All,Wales
European Union,71365.0,73780.0,76350.0,79365.0,81070.0,Other years,All,Full-time,All
European Union,55825.0,58085.0,60695.0,64090.0,65690.0,Other years,All,Full-time,England
European Union,840.0,820.0,820.0,905.0,1030.0,Other years,All,Full-time,Northern Ireland
European Union,11795.0,11810.0,11865.0,11725.0,11855.0,Other years,All,Full-time,Scotland
European Union,2910.0,3065.0,2965.0,2640.0,2495.0,Other years,All,Full-time,Wales
European Union,7355.0,7520.0,7425.0,6865.0,7675.0,Other years,All,Part-time,All
European Union,5730.0,5910.0,5920.0,5480.0,6185.0,Other years,All,Part-time,England
European Union,525.0,560.0,520.0,395.0,330.0,Other years,All,Part-time,Northern Ireland
European Union,800.0,755.0,680.0,660.0,765.0,Other years,All,Part-time,Scotland
European Union,300.0,295.0,305.0,325.0,390.0,Other years,All,Part-time,Wales
European Union,3300.0,3100.0,2670.0,2680.0,1520.0,First year,Postgraduate (research),Full-time,England
European Union,70.0,55.0,45.0,45.0,30.0,First year,Postgraduate (research),Full-time,Northern Ireland
European Union,630.0,620.0,535.0,560.0,375.0,First year,Postgraduate (research),Full-time,Scotland
European Union,155.0,145.0,105.0,80.0,40.0,First year,Postgraduate (research),Full-time,Wales
European Union,320.0,290.0,315.0,380.0,160.0,First year,Postgraduate (research),Part-time,England
European Union,20.0,15.0,15.0,15.0,10.0,First year,Postgraduate (research),Part-time,Northern Ireland
European Union,130.0,160.0,130.0,85.0,105.0,First year,Postgraduate (research),Part-time,Scotland
European Union,25.0,15.0,20.0,20.0,20.0,First year,Postgraduate (research),Part-time,Wales
European Union,6565.0,6435.0,6175.0,5790.0,5560.0,Other years,Postgraduate (research),Full-time,England
European Union,140.0,145.0,140.0,140.0,125.0,Other years,Postgraduate (research),Full-time,Northern Ireland
European Union,1135.0,1155.0,1120.0,1055.0,1075.0,Other years,Postgraduate (research),Full-time,Scotland
European Union,235.0,225.0,235.0,175.0,155.0,Other years,Postgraduate (research),Full-time,Wales
European Union,1500.0,1375.0,1330.0,1335.0,1385.0,Other years,Postgraduate (research),Part-time,England
European Union,115.0,115.0,105.0,105.0,95.0,Other years,Postgraduate (research),Part-time,Northern Ireland
European Union,185.0,160.0,175.0,190.0,210.0,Other years,Postgraduate (research),Part-time,Scotland
European Union,65.0,75.0,70.0,65.0,70.0,Other years,Postgraduate (research),Part-time,Wales
European Union,9865.0,9535.0,8840.0,8470.0,7080.0,All,Postgraduate (research),Full-time,England
European Union,210.0,200.0,185.0,185.0,150.0,All,Postgraduate (research),Full-time,Northern Ireland
European Union,1765.0,1775.0,1655.0,1615.0,1455.0,All,Postgraduate (research),Full-time,Scotland
European Union,390.0,365.0,335.0,255.0,195.0,All,Postgraduate (research),Full-time,Wales
European Union,1820.0,1665.0,1645.0,1720.0,1550.0,All,Postgraduate (research),Part-time,England
European Union,140.0,130.0,120.0,120.0,105.0,All,Postgraduate (research),Part-time,Northern Ireland
European Union,315.0,320.0,305.0,275.0,315.0,All,Postgraduate (research),Part-time,Scotland
European Union,90.0,90.0,90.0,85.0,85.0,All,Postgraduate (research),Part-time,Wales
European Union,11685.0,11200.0,10485.0,10190.0,8630.0,All,Postgraduate (research),All,England
European Union,350.0,330.0,305.0,305.0,260.0,All,Postgraduate (research),All,Northern Ireland
European Union,2080.0,2095.0,1960.0,1885.0,1770.0,All,Postgraduate (research),All,Scotland
European Union,485.0,455.0,430.0,340.0,280.0,All,Postgraduate (research),All,Wales
European Union,3620.0,3390.0,2980.0,3065.0,1680.0,First year,Postgraduate (research),All,England
European Union,95.0,75.0,60.0,60.0,40.0,First year,Postgraduate (research),All,Northern Ireland
European Union,755.0,780.0,665.0,640.0,480.0,First year,Postgraduate (research),All,Scotland
European Union,180.0,160.0,125.0,100.0,55.0,First year,Postgraduate (research),All,Wales
European Union,8065.0,7810.0,7505.0,7125.0,6950.0,Other years,Postgraduate (research),All,England
European Union,255.0,255.0,240.0,245.0,220.0,Other years,Postgraduate (research),All,Northern Ireland
European Union,1325.0,1315.0,1295.0,1245.0,1285.0,Other years,Postgraduate (research),All,Scotland
European Union,300.0,295.0,305.0,240.0,225.0,Other years,Postgraduate (research),All,Wales
European Union,14600.0,14085.0,13180.0,12720.0,10935.0,All,Postgraduate (research),All,All
European Union,12230.0,11875.0,11015.0,10525.0,8880.0,All,Postgraduate (research),Full-time,All
European Union,2370.0,2205.0,2165.0,2195.0,2055.0,All,Postgraduate (research),Part-time,All
